record_id,parking_lot_id,zone,slot_id,entry_time,exit_time,day_of_week,is_weekend,vehicle_type
5798,PL01,C,C14,2024-04-07 18:45:00,2024-04-07 21:43:00,Sunday,1,Bike
5799,PL02,D,D10,2024-05-14 13:14:00,2024-05-14 16:42:00,Tuesday,0,EV
5800,PL03,B,B41,2024-11-09 09:44:00,2024-11-09 12:15:00,Saturday,1,Bike
5801,PL03,B,B45,2024-11-25 11:52:00,2024-11-25 12:45:00,Monday,0,EV
5802,PL02,B,B39,2024-09-13 16:57:00,2024-09-13 18:58:00,Friday,0,SUV
5803,PL01,B,B3,2024-01-02 19:36:00,2024-01-02 23:18:00,Tuesday,0,EV
5804,PL04,D,D43,2024-10-18 22:44:00,2024-10-19 02:33:00,Friday,0,EV
5805,PL04,A,A33,2024-02-15 09:09:00,2024-02-15 09:53:00,Thursday,0,Car
5806,PL03,B,B15,2024-05-01 13:25:00,2024-05-01 15:31:00,Wednesday,0,Bike
5807,PL01,C,C47,2024-10-19 12:43:00,2024-10-19 13:13:00,Saturday,1,SUV
5808,PL01,B,B42,2024-08-24 21:11:00,2024-08-24 23:17:00,Saturday,1,Car
5809,PL01,B,B38,2024-05-31 12:08:00,2024-05-31 15:48:00,Friday,0,Car
5810,PL03,B,B4,2024-04-30 14:58:00,2024-04-30 15:45:00,Tuesday,0,Bike
5811,PL01,B,B23,2024-07-12 12:36:00,2024-07-12 16:04:00,Friday,0,Bike
5812,PL03,A,A3,2024-08-11 14:01:00,2024-08-11 16:25:00,Sunday,1,Car
5813,PL01,B,B38,2024-09-18 20:54:00,2024-09-18 23:47:00,Wednesday,0,EV
5814,PL01,A,A48,2024-04-12 11:10:00,2024-04-12 14:44:00,Friday,0,Car
5815,PL02,B,B26,2024-04-12 17:16:00,2024-04-12 20:24:00,Friday,0,Car
5816,PL04,B,B11,2024-11-05 10:59:00,2024-11-05 14:57:00,Tuesday,0,EV
5817,PL04,A,A48,2024-06-27 07:33:00,2024-06-27 08:43:00,Thursday,0,SUV
5818,PL02,A,A20,2024-01-26 17:07:00,2024-01-26 18:16:00,Friday,0,Bike
5819,PL01,D,D21,2024-07-04 20:02:00,2024-07-04 20:38:00,Thursday,0,Bike
5820,PL03,A,A38,2024-04-06 07:24:00,2024-04-06 10:57:00,Saturday,1,Car
5821,PL02,A,A40,2024-05-03 07:15:00,2024-05-03 08:28:00,Friday,0,SUV
5822,PL03,D,D36,2024-02-20 20:01:00,2024-02-20 21:27:00,Tuesday,0,Bike
5823,PL02,B,B15,2024-05-20 17:32:00,2024-05-20 20:05:00,Monday,0,EV
5824,PL02,B,B3,2024-08-03 08:21:00,2024-08-03 09:56:00,Saturday,1,Car
5825,PL04,A,A26,2024-08-19 15:58:00,2024-08-19 18:06:00,Monday,0,Car
5826,PL02,A,A40,2024-11-21 14:39:00,2024-11-21 16:42:00,Thursday,0,Bike
5827,PL02,C,C22,2024-01-07 20:10:00,2024-01-07 22:12:00,Sunday,1,SUV
5828,PL03,B,B2,2024-02-14 19:08:00,2024-02-14 19:58:00,Wednesday,0,EV
5829,PL04,B,B9,2024-01-19 13:00:00,2024-01-19 16:49:00,Friday,0,SUV
5830,PL04,B,B18,2024-11-25 10:54:00,2024-11-25 13:28:00,Monday,0,SUV
5831,PL04,D,D32,2024-12-05 22:04:00,2024-12-06 01:19:00,Thursday,0,Car
5832,PL01,A,A43,2024-05-13 11:49:00,2024-05-13 14:11:00,Monday,0,EV
5833,PL04,D,D30,2024-05-23 14:45:00,2024-05-23 15:33:00,Thursday,0,Car
5834,PL02,C,C19,2024-06-14 19:14:00,2024-06-14 22:08:00,Friday,0,EV
5835,PL03,D,D13,2024-07-19 10:38:00,2024-07-19 13:57:00,Friday,0,SUV
5836,PL02,C,C9,2024-12-13 21:30:00,2024-12-14 00:01:00,Friday,0,Bike
5837,PL01,B,B31,2024-05-30 10:10:00,2024-05-30 13:39:00,Thursday,0,Bike
5838,PL04,B,B48,2024-08-15 22:45:00,2024-08-16 01:16:00,Thursday,0,SUV
5839,PL02,A,A2,2024-08-23 13:30:00,2024-08-23 14:27:00,Friday,0,EV
5840,PL03,D,D44,2024-07-20 07:57:00,2024-07-20 10:22:00,Saturday,1,SUV
5841,PL01,A,A14,2024-09-12 08:35:00,2024-09-12 09:37:00,Thursday,0,EV
5842,PL03,A,A8,2024-10-06 19:47:00,2024-10-06 20:25:00,Sunday,1,SUV
5843,PL04,A,A23,2024-02-10 14:34:00,2024-02-10 15:41:00,Saturday,1,EV
5844,PL03,C,C36,2024-04-27 13:29:00,2024-04-27 16:35:00,Saturday,1,Bike
5845,PL04,B,B14,2024-03-24 20:12:00,2024-03-24 23:58:00,Sunday,1,SUV
5846,PL03,D,D39,2024-12-19 07:48:00,2024-12-19 09:09:00,Thursday,0,EV
5847,PL03,C,C41,2024-07-30 08:37:00,2024-07-30 10:22:00,Tuesday,0,SUV
5848,PL01,D,D15,2024-08-09 07:09:00,2024-08-09 08:17:00,Friday,0,Car
5849,PL01,B,B46,2024-09-29 08:50:00,2024-09-29 12:20:00,Sunday,1,EV
5850,PL03,C,C20,2024-08-27 20:04:00,2024-08-27 22:35:00,Tuesday,0,Car
5851,PL02,A,A3,2024-06-30 18:26:00,2024-06-30 19:48:00,Sunday,1,EV
5852,PL02,A,A23,2024-09-15 12:46:00,2024-09-15 14:45:00,Sunday,1,SUV
5853,PL02,C,C11,2024-06-29 12:36:00,2024-06-29 16:15:00,Saturday,1,EV
5854,PL01,D,D2,2024-04-02 06:38:00,2024-04-02 09:52:00,Tuesday,0,SUV
5855,PL03,D,D4,2024-04-18 06:40:00,2024-04-18 10:24:00,Thursday,0,SUV
5856,PL04,D,D13,2024-07-04 17:33:00,2024-07-04 20:03:00,Thursday,0,EV
5857,PL02,B,B15,2024-03-16 13:02:00,2024-03-16 14:39:00,Saturday,1,EV
5858,PL03,D,D28,2024-05-02 20:39:00,2024-05-03 00:24:00,Thursday,0,SUV
5859,PL02,A,A35,2024-08-31 22:23:00,2024-09-01 01:45:00,Saturday,1,Car
5860,PL03,A,A31,2024-11-20 12:32:00,2024-11-20 14:41:00,Wednesday,0,EV
5861,PL02,B,B49,2024-08-13 12:30:00,2024-08-13 15:34:00,Tuesday,0,Car
5862,PL03,C,C1,2024-07-08 09:09:00,2024-07-08 11:02:00,Monday,0,Bike
5863,PL01,D,D39,2024-02-17 11:39:00,2024-02-17 15:24:00,Saturday,1,SUV
5864,PL02,B,B26,2024-09-04 10:15:00,2024-09-04 10:54:00,Wednesday,0,Bike
5865,PL03,B,B25,2024-09-25 18:27:00,2024-09-25 20:05:00,Wednesday,0,SUV
5866,PL01,B,B38,2024-07-21 14:48:00,2024-07-21 16:44:00,Sunday,1,Car
5867,PL01,C,C28,2024-07-14 12:14:00,2024-07-14 14:02:00,Sunday,1,Bike
5868,PL01,C,C28,2024-07-06 10:39:00,2024-07-06 13:20:00,Saturday,1,Car
5869,PL02,B,B18,2024-06-30 22:15:00,2024-07-01 01:31:00,Sunday,1,Car
5870,PL04,C,C14,2024-11-29 11:33:00,2024-11-29 13:10:00,Friday,0,EV
5871,PL01,A,A24,2024-07-16 10:38:00,2024-07-16 13:04:00,Tuesday,0,Bike
5872,PL01,B,B44,2024-02-08 12:25:00,2024-02-08 13:44:00,Thursday,0,Car
5873,PL04,C,C50,2024-06-30 18:26:00,2024-06-30 20:06:00,Sunday,1,SUV
5874,PL04,A,A20,2024-09-01 10:01:00,2024-09-01 12:24:00,Sunday,1,SUV
5875,PL01,B,B17,2024-11-06 17:30:00,2024-11-06 20:01:00,Wednesday,0,EV
5876,PL02,D,D13,2024-09-12 09:17:00,2024-09-12 10:09:00,Thursday,0,Bike
5877,PL04,C,C50,2024-04-23 11:49:00,2024-04-23 13:52:00,Tuesday,0,Car
5878,PL01,C,C43,2024-10-10 12:58:00,2024-10-10 14:52:00,Thursday,0,Car
5879,PL01,D,D29,2024-11-08 22:17:00,2024-11-09 01:06:00,Friday,0,Bike
5880,PL02,D,D35,2024-11-19 17:00:00,2024-11-19 18:17:00,Tuesday,0,EV
5881,PL03,D,D40,2024-03-09 14:24:00,2024-03-09 15:54:00,Saturday,1,Bike
5882,PL01,B,B46,2024-10-04 20:16:00,2024-10-04 22:25:00,Friday,0,Car
5883,PL01,A,A48,2024-08-18 07:15:00,2024-08-18 10:08:00,Sunday,1,Bike
5884,PL03,B,B48,2024-10-18 18:58:00,2024-10-18 20:52:00,Friday,0,SUV
5885,PL04,B,B45,2024-10-29 08:21:00,2024-10-29 10:22:00,Tuesday,0,EV
5886,PL01,B,B37,2024-05-01 19:31:00,2024-05-01 20:10:00,Wednesday,0,SUV
5887,PL02,B,B45,2024-10-01 18:47:00,2024-10-01 20:31:00,Tuesday,0,EV
5888,PL01,D,D38,2024-06-07 13:28:00,2024-06-07 14:45:00,Friday,0,Bike
5889,PL04,C,C40,2024-11-13 17:07:00,2024-11-13 18:50:00,Wednesday,0,Bike
5890,PL01,B,B1,2024-12-24 13:29:00,2024-12-24 14:09:00,Tuesday,0,Bike
5891,PL02,A,A30,2024-09-14 19:50:00,2024-09-14 23:00:00,Saturday,1,EV
5892,PL04,A,A11,2024-04-12 14:29:00,2024-04-12 15:34:00,Friday,0,EV
5893,PL02,A,A22,2024-02-07 16:11:00,2024-02-07 20:02:00,Wednesday,0,Car
5894,PL04,C,C29,2024-12-07 12:36:00,2024-12-07 15:54:00,Saturday,1,Bike
5895,PL02,B,B43,2024-04-03 21:41:00,2024-04-03 23:38:00,Wednesday,0,SUV
5896,PL04,B,B38,2024-08-09 09:56:00,2024-08-09 10:44:00,Friday,0,SUV
5897,PL04,C,C17,2024-10-09 10:19:00,2024-10-09 12:48:00,Wednesday,0,Car
5898,PL04,D,D34,2024-12-31 16:36:00,2024-12-31 19:56:00,Tuesday,0,SUV
5899,PL02,B,B24,2024-01-23 21:13:00,2024-01-23 22:05:00,Tuesday,0,SUV
5900,PL04,C,C48,2024-01-25 12:55:00,2024-01-25 14:47:00,Thursday,0,EV
5901,PL04,D,D14,2024-05-17 09:05:00,2024-05-17 09:46:00,Friday,0,Bike
5902,PL01,B,B40,2024-07-26 19:45:00,2024-07-26 21:31:00,Friday,0,Bike
5903,PL02,D,D44,2024-02-26 22:49:00,2024-02-27 02:26:00,Monday,0,Bike
5904,PL01,C,C18,2024-10-13 16:15:00,2024-10-13 18:09:00,Sunday,1,Bike
5905,PL04,B,B34,2024-07-04 11:13:00,2024-07-04 12:06:00,Thursday,0,EV
5906,PL01,C,C45,2024-03-13 12:48:00,2024-03-13 16:42:00,Wednesday,0,Car
5907,PL03,C,C14,2024-08-15 17:37:00,2024-08-15 20:02:00,Thursday,0,Car
5908,PL03,C,C37,2024-11-04 11:26:00,2024-11-04 12:46:00,Monday,0,Bike
5909,PL04,B,B47,2024-12-22 21:05:00,2024-12-22 23:36:00,Sunday,1,Car
5910,PL03,B,B43,2024-11-27 10:09:00,2024-11-27 12:04:00,Wednesday,0,EV
5911,PL03,B,B14,2024-09-03 08:51:00,2024-09-03 11:48:00,Tuesday,0,SUV
5912,PL02,C,C8,2024-06-28 21:37:00,2024-06-29 01:07:00,Friday,0,Bike
5913,PL03,D,D22,2024-05-12 15:07:00,2024-05-12 16:04:00,Sunday,1,Car
5914,PL01,A,A22,2024-05-28 08:24:00,2024-05-28 11:08:00,Tuesday,0,SUV
5915,PL02,C,C32,2024-08-12 18:26:00,2024-08-12 22:09:00,Monday,0,SUV
5916,PL02,B,B7,2024-03-21 07:06:00,2024-03-21 07:38:00,Thursday,0,Car
5917,PL04,D,D23,2024-02-26 11:19:00,2024-02-26 12:19:00,Monday,0,SUV
5918,PL04,A,A24,2024-12-27 13:05:00,2024-12-27 14:32:00,Friday,0,EV
5919,PL01,A,A12,2024-01-07 09:59:00,2024-01-07 12:56:00,Sunday,1,Car
5920,PL02,C,C3,2024-08-10 19:32:00,2024-08-10 23:01:00,Saturday,1,SUV
5921,PL03,D,D41,2024-10-31 19:19:00,2024-10-31 22:04:00,Thursday,0,SUV
5922,PL01,D,D34,2024-03-10 17:05:00,2024-03-10 20:03:00,Sunday,1,Bike
5923,PL04,A,A9,2024-05-12 14:13:00,2024-05-12 15:17:00,Sunday,1,SUV
5924,PL01,D,D7,2024-05-07 14:38:00,2024-05-07 16:47:00,Tuesday,0,Bike
5925,PL04,D,D11,2024-07-26 19:53:00,2024-07-26 22:03:00,Friday,0,EV
5926,PL03,B,B45,2024-01-16 18:06:00,2024-01-16 18:36:00,Tuesday,0,SUV
5927,PL02,C,C2,2024-03-15 20:09:00,2024-03-15 23:27:00,Friday,0,Car
5928,PL03,D,D5,2024-05-14 13:26:00,2024-05-14 14:55:00,Tuesday,0,EV
5929,PL04,A,A12,2024-10-12 21:19:00,2024-10-12 23:50:00,Saturday,1,Bike
5930,PL01,D,D41,2024-12-03 11:06:00,2024-12-03 11:36:00,Tuesday,0,SUV
5931,PL02,D,D7,2024-08-19 19:54:00,2024-08-19 23:12:00,Monday,0,EV
5932,PL01,D,D14,2024-01-13 11:05:00,2024-01-13 13:29:00,Saturday,1,Bike
5933,PL02,A,A25,2024-09-02 14:04:00,2024-09-02 16:51:00,Monday,0,EV
5934,PL01,A,A16,2024-04-14 16:43:00,2024-04-14 20:03:00,Sunday,1,Bike
5935,PL04,C,C14,2024-02-07 16:22:00,2024-02-07 16:56:00,Wednesday,0,SUV
5936,PL02,D,D27,2024-04-18 10:52:00,2024-04-18 14:23:00,Thursday,0,Bike
5937,PL02,C,C8,2024-12-25 16:25:00,2024-12-25 17:06:00,Wednesday,0,SUV
5938,PL02,C,C2,2024-02-03 09:08:00,2024-02-03 10:06:00,Saturday,1,EV
5939,PL02,D,D39,2024-12-02 06:52:00,2024-12-02 07:36:00,Monday,0,EV
5940,PL02,A,A36,2024-08-18 21:03:00,2024-08-18 23:34:00,Sunday,1,Bike
5941,PL03,D,D4,2024-07-05 22:11:00,2024-07-05 23:33:00,Friday,0,SUV
5942,PL02,C,C34,2024-09-25 22:51:00,2024-09-25 23:53:00,Wednesday,0,Bike
5943,PL04,B,B42,2024-07-05 08:57:00,2024-07-05 10:55:00,Friday,0,EV
5944,PL04,B,B6,2024-11-28 16:39:00,2024-11-28 18:02:00,Thursday,0,Car
5945,PL03,A,A30,2024-09-06 06:14:00,2024-09-06 09:33:00,Friday,0,EV
5946,PL02,C,C30,2024-08-14 19:53:00,2024-08-14 20:35:00,Wednesday,0,Car
5947,PL01,B,B40,2024-04-21 14:16:00,2024-04-21 15:24:00,Sunday,1,SUV
5948,PL02,C,C34,2024-04-16 19:30:00,2024-04-16 20:09:00,Tuesday,0,SUV
5949,PL02,B,B5,2024-05-22 19:37:00,2024-05-22 22:17:00,Wednesday,0,Bike
5950,PL02,B,B44,2024-02-25 13:47:00,2024-02-25 15:13:00,Sunday,1,EV
5951,PL03,D,D28,2024-08-04 07:45:00,2024-08-04 11:06:00,Sunday,1,SUV
5952,PL02,A,A46,2024-07-10 21:12:00,2024-07-11 00:02:00,Wednesday,0,SUV
5953,PL04,A,A25,2024-06-26 18:58:00,2024-06-26 19:29:00,Wednesday,0,EV
5954,PL02,D,D6,2024-05-30 10:03:00,2024-05-30 12:12:00,Thursday,0,EV
5955,PL01,C,C31,2024-12-13 22:41:00,2024-12-14 02:16:00,Friday,0,Bike
5956,PL01,A,A6,2024-03-07 19:37:00,2024-03-07 20:40:00,Thursday,0,Car
5957,PL01,C,C22,2024-12-06 09:56:00,2024-12-06 12:38:00,Friday,0,Car
5958,PL02,A,A38,2024-12-28 19:01:00,2024-12-28 22:04:00,Saturday,1,SUV
5959,PL02,C,C46,2024-09-18 21:20:00,2024-09-18 23:33:00,Wednesday,0,Bike
5960,PL03,B,B22,2024-10-29 10:36:00,2024-10-29 13:32:00,Tuesday,0,SUV
5961,PL04,D,D40,2024-06-11 06:24:00,2024-06-11 07:15:00,Tuesday,0,Car
5962,PL02,D,D10,2024-04-15 06:46:00,2024-04-15 09:49:00,Monday,0,EV
5963,PL04,A,A3,2024-05-30 16:48:00,2024-05-30 19:23:00,Thursday,0,Car
5964,PL03,C,C19,2024-09-28 10:37:00,2024-09-28 11:47:00,Saturday,1,SUV
5965,PL04,A,A14,2024-06-12 10:04:00,2024-06-12 11:38:00,Wednesday,0,Bike
5966,PL04,B,B10,2024-10-13 20:05:00,2024-10-13 21:42:00,Sunday,1,EV
5967,PL01,C,C26,2024-03-22 11:04:00,2024-03-22 14:07:00,Friday,0,SUV
5968,PL01,C,C37,2024-02-28 17:49:00,2024-02-28 21:31:00,Wednesday,0,SUV
5969,PL01,C,C29,2024-10-25 14:48:00,2024-10-25 16:07:00,Friday,0,Bike
5970,PL02,B,B2,2024-02-20 17:44:00,2024-02-20 19:15:00,Tuesday,0,Bike
5971,PL01,B,B43,2024-11-23 17:18:00,2024-11-23 18:41:00,Saturday,1,EV
5972,PL02,B,B24,2024-06-26 14:06:00,2024-06-26 16:12:00,Wednesday,0,SUV
5973,PL03,D,D43,2024-05-25 09:36:00,2024-05-25 12:59:00,Saturday,1,Bike
5974,PL03,D,D46,2024-04-30 06:46:00,2024-04-30 10:24:00,Tuesday,0,EV
5975,PL02,C,C21,2024-06-22 08:44:00,2024-06-22 12:12:00,Saturday,1,Car
5976,PL02,D,D46,2024-10-08 15:13:00,2024-10-08 17:38:00,Tuesday,0,SUV
5977,PL01,C,C7,2024-07-15 09:46:00,2024-07-15 13:06:00,Monday,0,SUV
5978,PL04,B,B32,2024-08-27 07:10:00,2024-08-27 07:47:00,Tuesday,0,Car
5979,PL02,D,D29,2024-05-02 20:28:00,2024-05-03 00:03:00,Thursday,0,Bike
5980,PL04,D,D27,2024-12-27 13:57:00,2024-12-27 17:18:00,Friday,0,EV
5981,PL04,B,B48,2024-10-30 11:26:00,2024-10-30 13:54:00,Wednesday,0,EV
5982,PL01,B,B46,2024-05-15 20:56:00,2024-05-15 23:15:00,Wednesday,0,Car
5983,PL03,C,C49,2024-01-30 20:56:00,2024-01-30 22:04:00,Tuesday,0,Car
5984,PL04,D,D11,2024-08-23 16:56:00,2024-08-23 20:28:00,Friday,0,Bike
5985,PL02,A,A15,2024-10-21 07:44:00,2024-10-21 09:44:00,Monday,0,EV
5986,PL04,C,C47,2024-12-20 15:30:00,2024-12-20 17:17:00,Friday,0,Bike
5987,PL02,A,A47,2024-06-08 07:28:00,2024-06-08 08:51:00,Saturday,1,EV
5988,PL01,B,B9,2024-02-01 19:44:00,2024-02-01 21:21:00,Thursday,0,Car
5989,PL03,B,B47,2024-10-02 18:04:00,2024-10-02 19:03:00,Wednesday,0,SUV
5990,PL01,D,D11,2024-01-29 12:23:00,2024-01-29 15:58:00,Monday,0,SUV
5991,PL04,D,D10,2024-04-07 10:18:00,2024-04-07 12:26:00,Sunday,1,EV
5992,PL03,D,D39,2024-09-05 10:03:00,2024-09-05 12:39:00,Thursday,0,Bike
5993,PL02,C,C28,2024-11-13 15:07:00,2024-11-13 18:12:00,Wednesday,0,Car
5994,PL01,B,B2,2024-09-05 06:58:00,2024-09-05 09:44:00,Thursday,0,EV
5995,PL03,D,D12,2024-11-04 07:54:00,2024-11-04 11:51:00,Monday,0,EV
5996,PL02,C,C19,2024-02-14 12:41:00,2024-02-14 16:28:00,Wednesday,0,SUV
5997,PL04,A,A19,2024-05-23 12:51:00,2024-05-23 15:36:00,Thursday,0,EV
5998,PL04,B,B31,2024-02-26 20:24:00,2024-02-26 21:37:00,Monday,0,Car
5999,PL01,D,D40,2024-05-16 11:37:00,2024-05-16 12:42:00,Thursday,0,Car
6000,PL04,D,D18,2024-10-21 22:12:00,2024-10-21 23:47:00,Monday,0,EV
6001,PL02,B,B39,2024-09-21 10:24:00,2024-09-21 11:06:00,Saturday,1,SUV
6002,PL02,B,B13,2024-02-10 22:12:00,2024-02-11 01:48:00,Saturday,1,SUV
6003,PL03,B,B14,2024-01-22 20:50:00,2024-01-23 00:47:00,Monday,0,Bike
6004,PL03,B,B43,2024-10-05 18:54:00,2024-10-05 20:31:00,Saturday,1,EV
6005,PL01,D,D9,2024-07-06 22:13:00,2024-07-06 22:47:00,Saturday,1,Car
6006,PL01,A,A45,2024-05-04 09:49:00,2024-05-04 11:19:00,Saturday,1,Car
6007,PL03,D,D44,2024-06-27 07:36:00,2024-06-27 10:52:00,Thursday,0,SUV
6008,PL04,A,A25,2024-02-22 12:49:00,2024-02-22 16:04:00,Thursday,0,Bike
6009,PL03,B,B18,2024-08-04 22:43:00,2024-08-05 01:58:00,Sunday,1,Bike
6010,PL04,C,C45,2024-03-30 11:59:00,2024-03-30 13:11:00,Saturday,1,Car
6011,PL02,D,D47,2024-03-26 07:29:00,2024-03-26 09:52:00,Tuesday,0,EV
6012,PL03,B,B24,2024-10-23 16:38:00,2024-10-23 19:20:00,Wednesday,0,EV
6013,PL01,C,C50,2024-12-14 08:18:00,2024-12-14 11:15:00,Saturday,1,Bike
6014,PL02,D,D28,2024-11-26 22:49:00,2024-11-27 01:25:00,Tuesday,0,Bike
6015,PL02,A,A16,2024-08-16 13:08:00,2024-08-16 13:44:00,Friday,0,SUV
6016,PL03,A,A23,2024-08-23 21:40:00,2024-08-23 22:28:00,Friday,0,SUV
6017,PL02,D,D43,2024-05-08 13:02:00,2024-05-08 14:21:00,Wednesday,0,Bike
6018,PL04,D,D47,2024-03-27 13:46:00,2024-03-27 17:26:00,Wednesday,0,EV
6019,PL02,C,C31,2024-01-24 09:35:00,2024-01-24 11:01:00,Wednesday,0,Car
6020,PL01,B,B22,2024-08-04 13:46:00,2024-08-04 16:42:00,Sunday,1,Car
6021,PL04,A,A46,2024-02-23 08:49:00,2024-02-23 12:35:00,Friday,0,EV
6022,PL04,B,B14,2024-09-03 12:55:00,2024-09-03 14:31:00,Tuesday,0,EV
6023,PL01,D,D34,2024-01-20 21:55:00,2024-01-21 01:47:00,Saturday,1,Car
6024,PL04,D,D42,2024-03-17 18:15:00,2024-03-17 20:40:00,Sunday,1,Bike
6025,PL01,B,B14,2024-02-26 10:20:00,2024-02-26 12:15:00,Monday,0,Car
6026,PL01,A,A9,2024-06-04 07:57:00,2024-06-04 11:19:00,Tuesday,0,EV
6027,PL03,B,B34,2024-06-28 20:33:00,2024-06-28 23:19:00,Friday,0,EV
6028,PL04,D,D34,2024-08-26 09:38:00,2024-08-26 11:45:00,Monday,0,Bike
6029,PL01,A,A20,2024-03-01 18:09:00,2024-03-01 20:55:00,Friday,0,SUV
6030,PL03,D,D15,2024-12-16 08:21:00,2024-12-16 10:47:00,Monday,0,SUV
6031,PL04,D,D32,2024-09-03 14:37:00,2024-09-03 15:37:00,Tuesday,0,Bike
6032,PL04,B,B4,2024-10-24 17:49:00,2024-10-24 21:38:00,Thursday,0,EV
6033,PL02,C,C49,2024-08-01 09:14:00,2024-08-01 13:12:00,Thursday,0,Car
6034,PL04,B,B8,2024-03-09 07:26:00,2024-03-09 10:47:00,Saturday,1,EV
6035,PL03,A,A49,2024-07-13 13:44:00,2024-07-13 14:49:00,Saturday,1,SUV
6036,PL02,B,B9,2024-10-14 09:20:00,2024-10-14 10:22:00,Monday,0,EV
6037,PL04,D,D24,2024-01-30 16:22:00,2024-01-30 16:56:00,Tuesday,0,Bike
6038,PL02,D,D15,2024-07-21 07:44:00,2024-07-21 08:24:00,Sunday,1,SUV
6039,PL04,C,C26,2024-12-23 11:07:00,2024-12-23 13:52:00,Monday,0,Car
6040,PL04,B,B42,2024-12-01 22:14:00,2024-12-02 02:05:00,Sunday,1,SUV
6041,PL01,C,C27,2024-10-19 16:05:00,2024-10-19 18:35:00,Saturday,1,SUV
6042,PL01,B,B13,2024-07-30 06:33:00,2024-07-30 09:51:00,Tuesday,0,SUV
6043,PL04,C,C16,2024-04-24 22:03:00,2024-04-25 01:41:00,Wednesday,0,EV
6044,PL02,C,C1,2024-12-26 18:52:00,2024-12-26 20:03:00,Thursday,0,SUV
6045,PL02,A,A49,2024-09-08 06:52:00,2024-09-08 07:48:00,Sunday,1,Car
6046,PL04,A,A30,2024-10-07 19:23:00,2024-10-07 21:00:00,Monday,0,Bike
6047,PL04,C,C7,2024-06-06 11:00:00,2024-06-06 11:44:00,Thursday,0,Car
6048,PL04,D,D45,2024-02-01 15:42:00,2024-02-01 16:57:00,Thursday,0,Bike
6049,PL02,C,C22,2024-01-28 18:17:00,2024-01-28 20:58:00,Sunday,1,EV
6050,PL02,A,A42,2024-08-07 10:38:00,2024-08-07 12:58:00,Wednesday,0,EV
6051,PL01,B,B47,2024-10-09 08:42:00,2024-10-09 11:25:00,Wednesday,0,EV
6052,PL01,C,C38,2024-06-23 21:34:00,2024-06-24 01:14:00,Sunday,1,SUV
6053,PL03,B,B23,2024-01-16 13:16:00,2024-01-16 15:13:00,Tuesday,0,Car
6054,PL03,C,C7,2024-07-28 17:26:00,2024-07-28 18:28:00,Sunday,1,SUV
6055,PL03,B,B1,2024-03-10 17:03:00,2024-03-10 20:30:00,Sunday,1,Bike
6056,PL03,B,B48,2024-06-10 09:09:00,2024-06-10 11:29:00,Monday,0,EV
6057,PL04,D,D11,2024-04-14 19:55:00,2024-04-14 22:09:00,Sunday,1,Bike
6058,PL02,B,B42,2024-08-19 15:41:00,2024-08-19 17:27:00,Monday,0,Car
6059,PL01,B,B47,2024-05-27 06:13:00,2024-05-27 09:24:00,Monday,0,EV
6060,PL04,C,C10,2024-12-29 06:33:00,2024-12-29 09:08:00,Sunday,1,Car
6061,PL03,A,A30,2024-03-31 11:35:00,2024-03-31 14:10:00,Sunday,1,Bike
6062,PL04,D,D23,2024-07-22 20:08:00,2024-07-22 23:01:00,Monday,0,Car
6063,PL04,C,C4,2024-03-08 19:14:00,2024-03-08 22:26:00,Friday,0,Bike
6064,PL02,D,D37,2024-12-18 14:37:00,2024-12-18 15:49:00,Wednesday,0,EV
6065,PL04,B,B36,2024-07-14 17:16:00,2024-07-14 18:55:00,Sunday,1,SUV
6066,PL01,C,C16,2024-05-20 17:12:00,2024-05-20 21:12:00,Monday,0,SUV
6067,PL01,B,B10,2024-06-03 20:40:00,2024-06-03 21:33:00,Monday,0,SUV
6068,PL03,D,D20,2024-08-19 08:55:00,2024-08-19 12:26:00,Monday,0,EV
6069,PL02,D,D50,2024-03-05 18:52:00,2024-03-05 20:18:00,Tuesday,0,Bike
6070,PL01,C,C5,2024-10-29 14:34:00,2024-10-29 18:26:00,Tuesday,0,Bike
6071,PL04,A,A45,2024-01-25 08:25:00,2024-01-25 09:13:00,Thursday,0,Car
6072,PL04,B,B49,2024-09-27 08:23:00,2024-09-27 08:53:00,Friday,0,Car
6073,PL02,D,D16,2024-01-10 10:54:00,2024-01-10 12:30:00,Wednesday,0,Bike
6074,PL03,C,C33,2024-12-06 07:03:00,2024-12-06 10:01:00,Friday,0,Car
6075,PL02,B,B35,2024-08-30 16:26:00,2024-08-30 18:30:00,Friday,0,SUV
6076,PL04,B,B10,2024-03-25 17:58:00,2024-03-25 21:14:00,Monday,0,EV
6077,PL02,B,B32,2024-02-18 13:45:00,2024-02-18 17:23:00,Sunday,1,EV
6078,PL01,A,A22,2024-11-07 22:53:00,2024-11-07 23:52:00,Thursday,0,EV
6079,PL02,A,A5,2024-08-29 12:04:00,2024-08-29 12:40:00,Thursday,0,Car
6080,PL04,D,D14,2024-07-05 09:11:00,2024-07-05 12:47:00,Friday,0,Bike
6081,PL04,C,C29,2024-08-02 06:59:00,2024-08-02 10:29:00,Friday,0,Car
6082,PL02,B,B13,2024-01-28 07:57:00,2024-01-28 11:23:00,Sunday,1,SUV
6083,PL03,D,D10,2024-05-21 08:57:00,2024-05-21 11:00:00,Tuesday,0,Bike
6084,PL02,D,D40,2024-07-25 12:34:00,2024-07-25 13:43:00,Thursday,0,EV
